IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECONOCIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
2568,275,275,2010-C,3,11,11,0,17,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2569,275,275,2011-1,6,22,18,4,14,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2570,275,275,2011-2,6,22,22,0,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2571,275,275,2011-3,6,22,15,7,12,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2572,275,275,2012-1,6,21,21,0,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2573,275,275,2012-2,5,17,17,0,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2574,275,275,2013-1,6,22,18,4,14,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2575,275,275,2013-2,6,22,22,0,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2576,275,275,2013-3,6,21,17,4,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2577,275,275,2014-1,4,14,14,0,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2578,275,275,2014-2,3,10,6,4,14,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2579,275,275,2015-1,1,4,4,0,15,OTRAS SEDES,CONTABILIDAD,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,OTRO,ALQUILADA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,DEPENDIENTE,SI,DEPENDIENTE,SI,OTRAS,SUS PADRES
2580,276,276,2010-1,6,21,10,11,12,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2581,276,276,2010-2,6,21,3,18,2,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2582,276,276,2012-1,6,21,7,14,9,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2583,276,276,2012-2,6,22,0,22,8,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2584,276,276,2013-1,6,22,3,19,6,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2585,276,276,2013-2,6,22,7,15,9,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2586,276,276,2013-3,6,18,11,7,12,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2587,276,276,2014-1,6,19,0,19,9,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2588,276,276,2014-2,6,19,0,19,9,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2589,276,276,2015-1,6,19,6,13,7,OTRAS SEDES,CONTABILIDAD,CUSCO,B,SANTIAGO,SOLTERO(A),SEGUNDA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2590,277,277,2010-1,6,21,0,21,0,OTRAS SEDES,CONTABILIDAD,CUSCO,C,NaN,NaN,PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,X,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2591,278,278,2010-1,7,22,9,13,12,OTRAS SEDES,INGENIERIA DE SISTEMAS,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
2592,278,278,2010-2,6,18,11,7,9,OTRAS SEDES,INGENIERIA DE SISTEMAS,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
2593,278,278,2010-C,1,4,0,4,11,OTRAS SEDES,INGENIERIA DE SISTEMAS,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
2594,278,278,2011-1,6,18,14,4,11,OTRAS SEDES,INGENIERIA DE SISTEMAS,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
2595,278,278,2011-2,6,21,0,21,1,OTRAS SEDES,INGENIERIA DE SISTEMAS,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
2596,278,278,2011-3,6,21,3,18,6,OTRAS SEDES,INGENIERIA DE SISTEMAS,CUSCO,A,SANTIAGO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SUP. UNIV. COMPLETA,SUP. UNIV. COMPLETA,SI,INDEPENDIENTE,SI,DEPENDIENTE,SI,PROPIA,SUS PADRES
2597,279,279,2010-1,6,21,3,18,8,CUSCO,INGENIERIA CIVIL,CUSCO,A,NaN,NaN,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2598,279,279,2010-2,7,22,0,22,5,CUSCO,INGENIERIA CIVIL,CUSCO,A,NaN,NaN,NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PRIVADA,OTROS DISTRITOS,Z,FEMENINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SI,INDEPENDIENTE,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2599,280,280,2010-1,7,22,0,22,2,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,NaN,NaN,TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,OTROS DISTRITOS,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,SI,SI,PADRES Y HERMANOS,SECUNDARIA,SECUNDARIA,SI,INDEPENDIENTE,NO,NaN,SI,PROPIA,SUS PADRES
2600,281,281,2010-1,7,22,16,6,15,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2601,281,281,2010-2,7,21,21,0,17,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2602,281,281,2010-C,3,10,10,0,15,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2603,281,281,2011-1,7,23,23,0,16,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2604,281,281,2011-2,6,22,22,0,17,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2605,281,281,2011-3,7,26,26,0,17,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2606,281,281,2012-1,7,26,26,0,17,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2607,281,281,2012-2,6,21,21,0,17,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2608,281,281,2013-1,5,19,19,0,18,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2609,281,281,2013-2,5,18,18,0,18,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2610,281,281,2013-3,5,15,15,0,17,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PRIVADA,CUSCO,Z,MASCULINO,CASA INDEPENDIENTE,PROPIA,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. COMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,SUS PADRES
2611,282,282,2010-1,6,21,21,0,16,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2612,282,282,2010-2,6,21,18,3,16,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2613,282,282,2011-1,6,22,14,8,14,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2614,282,282,2011-2,6,21,18,3,14,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2615,282,282,2012-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2616,282,282,2012-2,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2617,282,282,2013-1,6,21,21,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2618,282,282,2013-2,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2619,282,282,2013-3,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2620,282,282,2014-1,6,22,22,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2621,282,282,2014-2,5,14,14,0,15,CUSCO,CONTABILIDAD,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,Y,MASCULINO,OTRO,ALQUILADA,SI,SI,SOLO HERMANOS,ESTUDIOS TECNICOS NO UNIVERSITARIOS,SECUNDARIA,NO,NaN,NO,NaN,SI,PROPIA,SUS PADRES
2622,283,283,2010-1,7,22,18,4,14,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Z,MASCULINO,OTRO,OTRO,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. INCOMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,OTROS
2623,283,283,2010-2,7,22,22,0,16,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Z,MASCULINO,OTRO,OTRO,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. INCOMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,OTROS
2624,283,283,2010-C,3,11,11,0,15,CUSCO,INGENIERIA DE SISTEMAS,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Z,MASCULINO,OTRO,OTRO,NO,SI,PADRES Y HERMANOS,NaN,SUP. UNIV. INCOMPLETA,NaN,NaN,SI,INDEPENDIENTE,SI,PROPIA,OTROS
